,name,year,month,day,hour,lat,long,status,category,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter
1051,Georges,1980,9,8,0,40.2,-59,hurricane,1,70,993,NA,NA
1052,Georges,1980,9,8,6,42.9,-55.1,hurricane,1,70,993,NA,NA
1053,Georges,1980,9,8,12,45.6,-51.1,hurricane,1,70,993,NA,NA
1054,Georges,1980,9,8,18,48,-46.9,hurricane,1,65,993,NA,NA
1070,Earl,1980,9,8,6,30.4,-42.5,hurricane,1,65,988,NA,NA
1071,Earl,1980,9,8,12,32,-43.5,hurricane,1,65,985,NA,NA
1072,Earl,1980,9,8,18,33.3,-44.1,hurricane,1,65,986,NA,NA
1073,Earl,1980,9,9,0,34.7,-44.3,hurricane,1,65,988,NA,NA
1074,Earl,1980,9,9,6,36.3,-43.8,hurricane,1,65,990,NA,NA
1075,Earl,1980,9,9,12,38,-43.1,hurricane,1,65,991,NA,NA
1076,Earl,1980,9,9,18,40.5,-41.5,hurricane,1,65,992,NA,NA
1077,Earl,1980,9,10,0,43,-39,hurricane,1,65,994,NA,NA
1078,Earl,1980,9,10,6,45.2,-36,hurricane,1,65,995,NA,NA
1099,Frances,1980,9,8,0,13,-25.6,hurricane,1,65,986,NA,NA
1100,Frances,1980,9,8,6,13,-26.8,hurricane,1,70,978,NA,NA
1101,Frances,1980,9,8,12,12.9,-28,hurricane,1,80,970,NA,NA
1102,Frances,1980,9,8,18,12.8,-29,hurricane,2,90,965,NA,NA
1103,Frances,1980,9,9,0,12.8,-29.8,hurricane,3,100,960,NA,NA
1104,Frances,1980,9,9,6,12.9,-30.5,hurricane,3,100,958,NA,NA
1105,Frances,1980,9,9,12,13,-31.3,hurricane,3,100,960,NA,NA
1106,Frances,1980,9,9,18,13.2,-32.1,hurricane,2,90,965,NA,NA
1107,Frances,1980,9,10,0,13.4,-32.9,hurricane,2,90,966,NA,NA
1108,Frances,1980,9,10,6,13.8,-33.5,hurricane,2,90,967,NA,NA
1109,Frances,1980,9,10,12,14.2,-34.1,hurricane,2,85,968,NA,NA
1110,Frances,1980,9,10,18,14.9,-34.6,hurricane,1,80,970,NA,NA
1111,Frances,1980,9,11,0,15.4,-34.9,hurricane,2,85,968,NA,NA
1112,Frances,1980,9,11,6,16,-35,hurricane,2,90,965,NA,NA
1113,Frances,1980,9,11,12,16.3,-35.3,hurricane,2,90,967,NA,NA
1114,Frances,1980,9,11,18,16.6,-35.9,hurricane,2,85,968,NA,NA
1115,Frances,1980,9,12,0,17,-36.1,hurricane,1,80,970,NA,NA
1116,Frances,1980,9,12,6,17.2,-36.9,hurricane,1,80,970,NA,NA
1117,Frances,1980,9,12,12,17.8,-37.8,hurricane,1,80,970,NA,NA
1118,Frances,1980,9,12,18,18.3,-38.5,hurricane,1,80,970,NA,NA
1119,Frances,1980,9,13,0,18.6,-39.6,hurricane,1,80,970,NA,NA
1120,Frances,1980,9,13,6,18.8,-40.6,hurricane,2,85,968,NA,NA
1121,Frances,1980,9,13,12,18.9,-42,hurricane,2,90,965,NA,NA
1122,Frances,1980,9,13,18,19.3,-43.4,hurricane,2,90,965,NA,NA
1123,Frances,1980,9,14,0,19.8,-44.7,hurricane,2,90,965,NA,NA
1124,Frances,1980,9,14,6,20.2,-45.9,hurricane,2,90,965,NA,NA
1125,Frances,1980,9,14,12,20.8,-46.9,hurricane,2,90,965,NA,NA
1126,Frances,1980,9,14,18,21.6,-48,hurricane,2,90,965,NA,NA
1127,Frances,1980,9,15,0,22.5,-48.8,hurricane,2,90,965,NA,NA
1128,Frances,1980,9,15,6,23.3,-49.6,hurricane,2,90,965,NA,NA
1129,Frances,1980,9,15,12,24.6,-50.2,hurricane,2,90,965,NA,NA
1130,Frances,1980,9,15,18,25.8,-50.8,hurricane,2,90,965,NA,NA
1131,Frances,1980,9,16,0,27.4,-50.8,hurricane,2,90,965,NA,NA
1132,Frances,1980,9,16,6,28.8,-50.6,hurricane,2,90,965,NA,NA
1133,Frances,1980,9,16,12,30.2,-50,hurricane,2,90,965,NA,NA
1134,Frances,1980,9,16,18,31.8,-49.2,hurricane,2,90,965,NA,NA
1135,Frances,1980,9,17,0,33,-48,hurricane,2,90,965,NA,NA
1136,Frances,1980,9,17,6,33.9,-47.2,hurricane,2,85,968,NA,NA
1137,Frances,1980,9,17,12,34.7,-46.4,hurricane,1,80,970,NA,NA
1138,Frances,1980,9,17,18,35.7,-45.9,hurricane,1,80,970,NA,NA
1139,Frances,1980,9,18,0,36.7,-45.8,hurricane,1,80,970,NA,NA
1140,Frances,1980,9,18,6,37.8,-45.8,hurricane,1,80,970,NA,NA
1141,Frances,1980,9,18,12,39,-46.2,hurricane,1,80,970,NA,NA
1142,Frances,1980,9,18,18,40,-46.5,hurricane,1,80,972,NA,NA
1143,Frances,1980,9,19,0,41.2,-46.4,hurricane,1,75,974,NA,NA
1144,Frances,1980,9,19,6,42.4,-45.8,hurricane,1,70,978,NA,NA
1145,Frances,1980,9,19,12,43.6,-44.9,hurricane,1,65,986,NA,NA
1146,Frances,1980,9,19,18,44.5,-43.2,hurricane,1,65,986,NA,NA
1147,Frances,1980,9,20,0,45.7,-41,hurricane,1,65,988,NA,NA
1195,Ivan,1980,10,6,0,30.1,-30.5,hurricane,1,65,992,NA,NA
1196,Ivan,1980,10,6,6,29.1,-31.1,hurricane,1,75,985,NA,NA
1197,Ivan,1980,10,6,12,28.4,-31.3,hurricane,2,85,976,NA,NA
1198,Ivan,1980,10,6,18,28.1,-31.1,hurricane,2,90,970,NA,NA
1199,Ivan,1980,10,7,0,28,-30.7,hurricane,2,90,970,NA,NA
1200,Ivan,1980,10,7,6,28.5,-30.6,hurricane,2,90,970,NA,NA
1201,Ivan,1980,10,7,12,29.5,-31.7,hurricane,2,90,970,NA,NA
1202,Ivan,1980,10,7,18,29.8,-32.7,hurricane,2,90,970,NA,NA
1203,Ivan,1980,10,8,0,30,-34.4,hurricane,2,90,970,NA,NA
1204,Ivan,1980,10,8,6,30.6,-36.2,hurricane,2,90,970,NA,NA
1205,Ivan,1980,10,8,12,31.3,-37.4,hurricane,2,90,970,NA,NA
1206,Ivan,1980,10,8,18,31.5,-39,hurricane,2,90,970,NA,NA
1207,Ivan,1980,10,9,0,31.7,-40.5,hurricane,2,90,970,NA,NA
1208,Ivan,1980,10,9,6,32.3,-41,hurricane,2,90,971,NA,NA
1209,Ivan,1980,10,9,12,33.2,-41.1,hurricane,2,90,973,NA,NA
1210,Ivan,1980,10,9,18,33.8,-41.2,hurricane,2,90,975,NA,NA
1211,Ivan,1980,10,10,0,34.9,-40.7,hurricane,2,90,977,NA,NA
1212,Ivan,1980,10,10,6,36.2,-40,hurricane,2,90,978,NA,NA
1213,Ivan,1980,10,10,12,37.8,-39.1,hurricane,2,90,978,NA,NA
1214,Ivan,1980,10,10,18,39.7,-37.9,hurricane,1,80,980,NA,NA
1215,Ivan,1980,10,11,0,42,-36.1,hurricane,1,75,985,NA,NA
1216,Ivan,1980,10,11,6,44.4,-34.1,hurricane,1,70,988,NA,NA
1217,Ivan,1980,10,11,12,46.8,-31.5,hurricane,1,65,990,NA,NA
1218,Ivan,1980,10,11,18,49.7,-27.5,hurricane,1,65,990,NA,NA
1235,Jeanne,1980,11,11,12,24.1,-87,hurricane,1,65,992,NA,NA
1236,Jeanne,1980,11,11,18,24.1,-87.2,hurricane,1,75,986,NA,NA
1237,Jeanne,1980,11,12,0,24.1,-87.4,hurricane,2,85,988,NA,NA
1238,Jeanne,1980,11,12,6,23.9,-88.3,hurricane,1,70,992,NA,NA
1239,Jeanne,1980,11,12,12,23.8,-89,hurricane,1,65,994,NA,NA
1240,Jeanne,1980,11,12,18,23.8,-89.8,hurricane,1,65,995,NA,NA
1258,Karl,1980,11,25,18,37.7,-44.7,hurricane,1,65,988,NA,NA
1259,Karl,1980,11,26,0,37.4,-44.8,hurricane,1,70,988,NA,NA
1260,Karl,1980,11,26,6,37,-44.2,hurricane,1,75,985,NA,NA
1261,Karl,1980,11,26,12,36.8,-42.5,hurricane,1,75,985,NA,NA
1262,Karl,1980,11,26,18,37.1,-40.5,hurricane,1,75,985,NA,NA
1263,Karl,1980,11,27,0,37.8,-38.3,hurricane,1,70,988,NA,NA
1264,Karl,1980,11,27,6,38.9,-36.5,hurricane,1,65,990,NA,NA
1265,Karl,1980,11,27,12,40.4,-34.9,hurricane,1,65,990,NA,NA
1266,Karl,1980,11,27,18,42.3,-33.1,hurricane,1,65,990,NA,NA
1342,Dennis,1981,8,20,18,36.3,-73,hurricane,1,65,995,NA,NA
1343,Dennis,1981,8,21,0,37.1,-70.4,hurricane,1,70,995,NA,NA
1362,Emily,1981,9,4,0,34.6,-63.6,hurricane,1,65,976,NA,NA
1363,Emily,1981,9,4,6,35.3,-62.7,hurricane,1,70,974,NA,NA
1364,Emily,1981,9,4,12,36.2,-61.9,hurricane,1,70,972,NA,NA
1365,Emily,1981,9,4,18,37.1,-61.2,hurricane,1,70,971,NA,NA
1366,Emily,1981,9,5,0,38.2,-60.9,hurricane,1,75,970,NA,NA
1367,Emily,1981,9,5,6,38.6,-60.8,hurricane,1,75,968,NA,NA
1368,Emily,1981,9,5,12,39,-60.8,hurricane,1,75,967,NA,NA
1369,Emily,1981,9,5,18,39.4,-59.9,hurricane,1,80,966,NA,NA
1370,Emily,1981,9,6,0,39.9,-59,hurricane,1,80,967,NA,NA
1371,Emily,1981,9,6,6,40.3,-58.4,hurricane,1,80,968,NA,NA
1372,Emily,1981,9,6,12,40.8,-58,hurricane,1,80,970,NA,NA
1373,Emily,1981,9,6,18,41.2,-57.4,hurricane,1,75,971,NA,NA
1374,Emily,1981,9,7,0,41.6,-56.8,hurricane,1,75,972,NA,NA
1375,Emily,1981,9,7,6,41.9,-55.9,hurricane,1,70,974,NA,NA
1376,Emily,1981,9,7,12,42,-55,hurricane,1,70,976,NA,NA
1377,Emily,1981,9,7,18,42.3,-54.1,hurricane,1,65,978,NA,NA
1404,Floyd,1981,9,5,18,21.7,-67.1,hurricane,1,70,997,NA,NA
1405,Floyd,1981,9,6,0,22.6,-67.7,hurricane,1,80,994,NA,NA
1406,Floyd,1981,9,6,6,23.6,-68.6,hurricane,2,85,991,NA,NA
1407,Floyd,1981,9,6,12,24.5,-69.1,hurricane,2,90,988,NA,NA
1408,Floyd,1981,9,6,18,25.5,-69.1,hurricane,2,95,985,NA,NA
1409,Floyd,1981,9,7,0,26.4,-69.1,hurricane,3,100,981,NA,NA
1410,Floyd,1981,9,7,6,27.5,-68.9,hurricane,3,100,978,NA,NA
1411,Floyd,1981,9,7,12,28.4,-68.5,hurricane,3,100,975,NA,NA
1412,Floyd,1981,9,7,18,29.3,-67.8,hurricane,3,100,975,NA,NA
1413,Floyd,1981,9,8,0,29.9,-67.2,hurricane,2,95,989,NA,NA
1414,Floyd,1981,9,8,6,30.6,-66.5,hurricane,2,90,995,NA,NA
1415,Floyd,1981,9,8,12,31.4,-65.6,hurricane,2,85,998,NA,NA
1447,Gert,1981,9,10,18,24.8,-74.4,hurricane,1,70,996,NA,NA
1448,Gert,1981,9,11,0,26.3,-73.9,hurricane,1,80,993,NA,NA
1449,Gert,1981,9,11,6,27.7,-73,hurricane,2,85,990,NA,NA
1450,Gert,1981,9,11,12,29,-72,hurricane,2,90,988,NA,NA
1451,Gert,1981,9,11,18,30.2,-70.9,hurricane,2,90,988,NA,NA
1452,Gert,1981,9,12,0,31.5,-69.6,hurricane,2,90,989,NA,NA
1453,Gert,1981,9,12,6,32.5,-68.5,hurricane,2,90,990,NA,NA
1454,Gert,1981,9,12,12,33.4,-67.1,hurricane,2,85,992,NA,NA
1455,Gert,1981,9,12,18,34.1,-65.6,hurricane,1,70,997,NA,NA
1473,Harvey,1981,9,13,0,20.2,-57.8,hurricane,1,70,990,NA,NA
1474,Harvey,1981,9,13,6,21.2,-59.3,hurricane,1,70,985,NA,NA
1475,Harvey,1981,9,13,12,22.2,-60.6,hurricane,1,75,983,NA,NA
1476,Harvey,1981,9,13,18,23.1,-61.4,hurricane,1,80,980,NA,NA
1477,Harvey,1981,9,14,0,24.1,-62,hurricane,2,85,978,NA,NA
1478,Harvey,1981,9,14,6,25.2,-62.5,hurricane,2,90,976,NA,NA
1479,Harvey,1981,9,14,12,26.4,-62.7,hurricane,2,95,960,NA,NA
1480,Harvey,1981,9,14,18,27.6,-62.8,hurricane,3,110,952,NA,NA
1481,Harvey,1981,9,15,0,28.4,-62.6,hurricane,4,115,946,NA,NA
1482,Harvey,1981,9,15,6,29.5,-62.3,hurricane,3,110,952,NA,NA
1483,Harvey,1981,9,15,12,30.8,-61.2,hurricane,3,105,958,NA,NA
1484,Harvey,1981,9,15,18,32.1,-60.3,hurricane,3,100,963,NA,NA
1485,Harvey,1981,9,16,0,33.2,-59.2,hurricane,2,90,970,NA,NA
1486,Harvey,1981,9,16,6,34.2,-58,hurricane,2,85,975,NA,NA
1487,Harvey,1981,9,16,12,34.9,-56.8,hurricane,1,80,980,NA,NA
1488,Harvey,1981,9,16,18,35.3,-55.7,hurricane,1,65,990,NA,NA
1489,Harvey,1981,9,17,0,35.7,-54.8,hurricane,1,65,991,NA,NA
1490,Harvey,1981,9,17,6,35.9,-53.8,hurricane,1,65,992,NA,NA
1491,Harvey,1981,9,17,12,36.2,-52.7,hurricane,1,65,993,NA,NA
1492,Harvey,1981,9,17,18,36.5,-51.3,hurricane,1,65,995,NA,NA
1493,Harvey,1981,9,18,0,37.1,-49.9,hurricane,1,65,996,NA,NA
1494,Harvey,1981,9,18,6,37.5,-48.2,hurricane,1,65,997,NA,NA
1516,Irene,1981,9,25,0,15.6,-50.1,hurricane,1,65,987,NA,NA
1517,Irene,1981,9,25,6,16.6,-51.2,hurricane,1,70,983,NA,NA
1518,Irene,1981,9,25,12,17.4,-52,hurricane,1,80,980,NA,NA
1519,Irene,1981,9,25,18,18.2,-52.8,hurricane,2,90,977,NA,NA
1520,Irene,1981,9,26,0,19.1,-53.5,hurricane,2,85,976,NA,NA
1521,Irene,1981,9,26,6,19.7,-54.3,hurricane,1,80,976,NA,NA
1522,Irene,1981,9,26,12,20.3,-55.1,hurricane,1,80,980,NA,NA
1523,Irene,1981,9,26,18,21,-55.7,hurricane,2,85,982,NA,NA
1524,Irene,1981,9,27,0,21.8,-56.4,hurricane,2,95,968,NA,NA
1525,Irene,1981,9,27,6,22.4,-56.8,hurricane,2,90,966,NA,NA
1526,Irene,1981,9,27,12,23,-57.2,hurricane,2,90,970,NA,NA
1527,Irene,1981,9,27,18,23.8,-57.2,hurricane,2,95,966,NA,NA
1528,Irene,1981,9,28,0,24.7,-56.9,hurricane,3,100,962,NA,NA
1529,Irene,1981,9,28,6,25.8,-56.8,hurricane,3,105,966,NA,NA
1530,Irene,1981,9,28,12,27,-56.7,hurricane,3,105,959,NA,NA
1531,Irene,1981,9,28,18,28.4,-56.2,hurricane,3,105,960,NA,NA
1532,Irene,1981,9,29,0,29.8,-55.3,hurricane,3,100,962,NA,NA
1533,Irene,1981,9,29,6,31.3,-54,hurricane,3,100,965,NA,NA
1534,Irene,1981,9,29,12,32.6,-52.6,hurricane,2,95,968,NA,NA
1535,Irene,1981,9,29,18,34.1,-50.4,hurricane,2,90,972,NA,NA
1536,Irene,1981,9,30,0,35.9,-47.5,hurricane,2,85,976,NA,NA
1537,Irene,1981,9,30,6,37.5,-45.1,hurricane,1,80,980,NA,NA
1538,Irene,1981,9,30,12,38.9,-42.4,hurricane,1,75,983,NA,NA
1539,Irene,1981,9,30,18,40,-39.5,hurricane,1,70,986,NA,NA
1540,Irene,1981,10,1,0,41.3,-36.1,hurricane,1,65,989,NA,NA
1568,Katrina,1981,11,5,6,19.6,-80.8,hurricane,1,65,988,NA,NA
1569,Katrina,1981,11,5,12,20,-80.5,hurricane,1,75,980,NA,NA
1570,Katrina,1981,11,5,18,20.4,-80.1,hurricane,1,70,988,NA,NA
1571,Katrina,1981,11,6,0,20.9,-79.5,hurricane,1,65,996,NA,NA
1584,Alberto,1982,6,3,18,24,-83.6,hurricane,1,75,985,NA,NA
1585,Alberto,1982,6,4,0,24.8,-83.4,hurricane,1,65,992,NA,NA
1655,Debby,1982,9,15,0,25.6,-71,hurricane,1,65,993,NA,NA
1656,Debby,1982,9,15,6,26.7,-70.3,hurricane,1,65,990,NA,NA
1657,Debby,1982,9,15,12,27.8,-69.6,hurricane,1,75,980,NA,NA
1658,Debby,1982,9,15,18,29,-68.5,hurricane,2,90,969,NA,NA
1659,Debby,1982,9,16,0,30.5,-67.5,hurricane,2,95,966,NA,NA
1660,Debby,1982,9,16,6,32.1,-66.7,hurricane,2,95,966,NA,NA
1661,Debby,1982,9,16,12,33.6,-65.8,hurricane,2,95,966,NA,NA
1662,Debby,1982,9,16,18,35.1,-65.6,hurricane,2,95,966,NA,NA
1663,Debby,1982,9,17,0,36.4,-65.6,hurricane,2,95,966,NA,NA
1664,Debby,1982,9,17,6,36.8,-65.6,hurricane,2,95,966,NA,NA
1665,Debby,1982,9,17,12,37.1,-65,hurricane,2,95,966,NA,NA
1666,Debby,1982,9,17,18,37.6,-63.5,hurricane,3,100,960,NA,NA
1667,Debby,1982,9,18,0,38.8,-62.3,hurricane,4,115,950,NA,NA
1668,Debby,1982,9,18,6,40.1,-60.7,hurricane,3,110,952,NA,NA
1669,Debby,1982,9,18,12,41.6,-58.5,hurricane,3,110,954,NA,NA
1670,Debby,1982,9,18,18,43.5,-56.1,hurricane,3,100,960,NA,NA
1671,Debby,1982,9,19,0,45.3,-53.5,hurricane,2,90,970,NA,NA
1672,Debby,1982,9,19,6,47,-50.5,hurricane,1,75,979,NA,NA
1673,Debby,1982,9,19,12,48.5,-47.1,hurricane,1,70,987,NA,NA
1674,Debby,1982,9,19,18,50,-43.5,hurricane,1,70,987,NA,NA
1675,Debby,1982,9,20,0,50.8,-39,hurricane,1,70,987,NA,NA
1696,Alicia,1983,8,17,0,27.4,-93.3,hurricane,1,65,991,NA,NA
1697,Alicia,1983,8,17,6,27.7,-93.7,hurricane,1,70,987,NA,NA
1698,Alicia,1983,8,17,12,27.9,-94.2,hurricane,1,75,983,NA,NA
1699,Alicia,1983,8,17,18,28.1,-94.5,hurricane,2,90,974,NA,NA
1700,Alicia,1983,8,18,0,28.4,-94.8,hurricane,2,95,969,NA,NA
1701,Alicia,1983,8,18,6,28.9,-95,hurricane,3,100,963,NA,NA
1702,Alicia,1983,8,18,7,29.1,-95.1,hurricane,3,100,962,NA,NA
1703,Alicia,1983,8,18,12,29.7,-95.5,hurricane,1,80,965,NA,NA
1735,Barry,1983,8,28,12,25.5,-96.4,hurricane,1,65,993,NA,NA
1736,Barry,1983,8,28,17,25.4,-97.4,hurricane,1,70,986,NA,NA
1737,Barry,1983,8,28,18,25.4,-97.5,hurricane,1,70,986,NA,NA
1746,Chantal,1983,9,11,18,32.8,-60,hurricane,1,65,994,NA,NA
1747,Chantal,1983,9,12,0,33.1,-58.9,hurricane,1,65,994,NA,NA
1748,Chantal,1983,9,12,6,33.6,-57.6,hurricane,1,65,994,NA,NA
1749,Chantal,1983,9,12,12,34,-56.3,hurricane,1,65,994,NA,NA
1750,Chantal,1983,9,12,18,34.4,-55.5,hurricane,1,65,994,NA,NA
1853,Diana,1984,9,10,12,30.5,-80,hurricane,1,65,991,NA,NA
1854,Diana,1984,9,10,18,30.8,-79.6,hurricane,1,70,986,NA,NA
1855,Diana,1984,9,11,0,31.3,-79.1,hurricane,1,80,980,NA,NA
1856,Diana,1984,9,11,6,31.8,-78.7,hurricane,2,85,973,NA,NA
1857,Diana,1984,9,11,12,32.6,-78.4,hurricane,3,100,960,NA,NA
1858,Diana,1984,9,11,18,33.4,-78,hurricane,3,110,952,NA,NA
1859,Diana,1984,9,12,0,33.9,-77.7,hurricane,4,115,949,NA,NA
1860,Diana,1984,9,12,6,34,-77.4,hurricane,2,95,963,NA,NA
1861,Diana,1984,9,12,12,34,-77.2,hurricane,2,95,967,NA,NA
1862,Diana,1984,9,12,18,33.9,-77.1,hurricane,2,90,970,NA,NA
1863,Diana,1984,9,13,0,33.8,-77.4,hurricane,2,85,972,NA,NA
1864,Diana,1984,9,13,6,33.9,-77.9,hurricane,1,80,978,NA,NA
1865,Diana,1984,9,13,7,33.9,-78,hurricane,1,80,979,NA,NA
1866,Diana,1984,9,13,12,34,-78.3,hurricane,1,65,990,NA,NA
1928,Hortense,1984,9,25,18,29.7,-60.8,hurricane,1,65,996,NA,NA
1929,Hortense,1984,9,26,0,30.2,-61.1,hurricane,1,65,993,NA,NA
1994,Josephine,1984,10,10,6,27.2,-72.4,hurricane,1,65,987,NA,NA
1995,Josephine,1984,10,10,12,27.5,-72.5,hurricane,1,70,987,NA,NA
1996,Josephine,1984,10,10,18,28,-72.6,hurricane,1,70,985,NA,NA
1997,Josephine,1984,10,11,0,28.6,-72.5,hurricane,1,75,983,NA,NA
1998,Josephine,1984,10,11,6,29.3,-72.4,hurricane,1,80,979,NA,NA
1999,Josephine,1984,10,11,12,30,-72.1,hurricane,2,85,974,NA,NA
2000,Josephine,1984,10,11,18,30.7,-71.9,hurricane,2,85,971,NA,NA
2001,Josephine,1984,10,12,0,31.4,-71.7,hurricane,2,90,970,NA,NA
2002,Josephine,1984,10,12,6,32.2,-71.7,hurricane,2,90,973,NA,NA
2003,Josephine,1984,10,12,12,33,-71.8,hurricane,2,90,977,NA,NA
2004,Josephine,1984,10,12,18,33.7,-71.7,hurricane,2,90,976,NA,NA
2005,Josephine,1984,10,13,0,34.3,-71.4,hurricane,2,85,971,NA,NA
2006,Josephine,1984,10,13,6,34.8,-71.2,hurricane,2,85,973,NA,NA
2007,Josephine,1984,10,13,12,35.4,-71.3,hurricane,1,80,975,NA,NA
2008,Josephine,1984,10,13,18,36,-71.7,hurricane,1,70,973,NA,NA
2009,Josephine,1984,10,14,0,36.6,-71.9,hurricane,1,65,977,NA,NA
2010,Josephine,1984,10,14,6,36.8,-71.7,hurricane,1,65,975,NA,NA
2011,Josephine,1984,10,14,12,36.6,-71.4,hurricane,1,70,971,NA,NA
2012,Josephine,1984,10,14,18,36.3,-70.8,hurricane,1,70,968,NA,NA
2013,Josephine,1984,10,15,0,35.9,-69.8,hurricane,1,70,965,NA,NA
2014,Josephine,1984,10,15,6,36.2,-68.4,hurricane,1,65,966,NA,NA
2015,Josephine,1984,10,15,12,36.8,-66.6,hurricane,1,65,973,NA,NA
2016,Josephine,1984,10,15,18,37.6,-64.8,hurricane,1,65,971,NA,NA
2017,Josephine,1984,10,16,0,38.3,-63,hurricane,1,65,973,NA,NA
2018,Josephine,1984,10,16,6,39.2,-61.4,hurricane,1,65,977,NA,NA
2019,Josephine,1984,10,16,12,39.9,-59.7,hurricane,1,65,982,NA,NA
2020,Josephine,1984,10,16,18,40.6,-58.2,hurricane,1,65,986,NA,NA
2021,Josephine,1984,10,17,0,41.3,-56.6,hurricane,1,65,988,NA,NA
2047,Klaus,1984,11,8,0,19.4,-64,hurricane,1,65,992,NA,NA
2048,Klaus,1984,11,8,6,19.6,-63.1,hurricane,1,70,989,NA,NA
2049,Klaus,1984,11,8,12,19.7,-62.2,hurricane,1,75,986,NA,NA
2050,Klaus,1984,11,8,18,19.9,-61.4,hurricane,1,80,984,NA,NA
2051,Klaus,1984,11,9,0,20.4,-60.8,hurricane,1,80,982,NA,NA
2052,Klaus,1984,11,9,6,21.1,-60.1,hurricane,1,80,981,NA,NA
2053,Klaus,1984,11,9,12,21.8,-59.5,hurricane,1,80,980,NA,NA
2054,Klaus,1984,11,9,18,22.7,-58.7,hurricane,1,80,980,NA,NA
2055,Klaus,1984,11,10,0,23.8,-57.8,hurricane,1,80,979,NA,NA
2056,Klaus,1984,11,10,6,24.8,-56.6,hurricane,1,75,978,NA,NA
2057,Klaus,1984,11,10,12,26.2,-55.2,hurricane,1,75,977,NA,NA
2058,Klaus,1984,11,10,18,28,-54,hurricane,1,75,975,NA,NA
2059,Klaus,1984,11,11,0,29.5,-53,hurricane,1,75,971,NA,NA
2060,Klaus,1984,11,11,6,31,-52.5,hurricane,1,70,975,NA,NA
2061,Klaus,1984,11,11,12,32.2,-52.4,hurricane,1,70,977,NA,NA
2062,Klaus,1984,11,11,18,33.4,-52.7,hurricane,1,70,980,NA,NA
2063,Klaus,1984,11,12,0,34.6,-53.4,hurricane,1,70,982,NA,NA
2064,Klaus,1984,11,12,6,34.8,-54.2,hurricane,1,70,983,NA,NA
2065,Klaus,1984,11,12,12,35,-55,hurricane,1,65,984,NA,NA
2103,Lili,1984,12,20,12,31.1,-52.4,hurricane,1,70,980,NA,NA
2104,Lili,1984,12,20,18,30.5,-52.3,hurricane,1,70,980,NA,NA
2105,Lili,1984,12,21,0,30,-52.2,hurricane,1,70,980,NA,NA
2106,Lili,1984,12,21,6,29.5,-52.1,hurricane,1,70,980,NA,NA
2107,Lili,1984,12,21,12,29,-52,hurricane,1,70,980,NA,NA
2108,Lili,1984,12,21,18,28.5,-52,hurricane,1,70,980,NA,NA
2109,Lili,1984,12,22,0,27.8,-52.2,hurricane,1,70,980,NA,NA
2110,Lili,1984,12,22,6,27,-52.9,hurricane,1,70,980,NA,NA
2111,Lili,1984,12,22,12,26,-54,hurricane,1,70,980,NA,NA
2112,Lili,1984,12,22,18,24.8,-55.6,hurricane,1,70,980,NA,NA
2113,Lili,1984,12,23,0,23.6,-57.1,hurricane,1,65,987,NA,NA
2150,Bob,1985,7,24,18,30.5,-80.5,hurricane,1,65,1003,NA,NA
2151,Bob,1985,7,25,0,31.6,-80.5,hurricane,1,65,1002,NA,NA
2152,Bob,1985,7,25,3,32.2,-80.5,hurricane,1,65,1003,NA,NA
2175,Claudette,1985,8,14,6,35.2,-52.5,hurricane,1,65,988,NA,NA
2176,Claudette,1985,8,14,12,35.3,-50.1,hurricane,1,65,987,NA,NA
2177,Claudette,1985,8,14,18,35.5,-47.8,hurricane,1,65,986,NA,NA
2178,Claudette,1985,8,15,0,35.6,-45.2,hurricane,1,70,985,NA,NA
2179,Claudette,1985,8,15,6,35.7,-42.6,hurricane,1,70,981,NA,NA
2180,Claudette,1985,8,15,12,35.8,-40,hurricane,1,75,980,NA,NA
2181,Claudette,1985,8,15,18,36.4,-37,hurricane,1,75,981,NA,NA
2199,Danny,1985,8,15,0,26.8,-91.5,hurricane,1,70,997,NA,NA
2200,Danny,1985,8,15,6,27.8,-92.2,hurricane,1,75,995,NA,NA
2201,Danny,1985,8,15,12,28.9,-92.6,hurricane,1,80,988,NA,NA
2202,Danny,1985,8,15,16,29.6,-92.7,hurricane,1,80,987,NA,NA
2203,Danny,1985,8,15,18,30,-92.7,hurricane,1,70,988,NA,NA
2230,Elena,1985,8,29,12,25,-85,hurricane,1,65,994,NA,NA
2231,Elena,1985,8,29,18,25.9,-85.8,hurricane,1,70,990,NA,NA
2232,Elena,1985,8,30,0,26.6,-86.6,hurricane,1,75,986,NA,NA
2233,Elena,1985,8,30,6,27.3,-87.2,hurricane,1,80,980,NA,NA
2234,Elena,1985,8,30,12,27.9,-87.3,hurricane,2,90,974,NA,NA
2235,Elena,1985,8,30,18,28.3,-86.8,hurricane,2,90,978,NA,NA
2236,Elena,1985,8,31,0,28.4,-86,hurricane,2,90,977,NA,NA
2237,Elena,1985,8,31,6,28.6,-85.3,hurricane,2,90,976,NA,NA
2238,Elena,1985,8,31,12,28.8,-84.4,hurricane,2,90,975,NA,NA
2239,Elena,1985,8,31,18,28.8,-84,hurricane,2,90,974,NA,NA
2240,Elena,1985,9,1,0,28.8,-83.8,hurricane,2,95,971,NA,NA
2241,Elena,1985,9,1,6,28.6,-83.9,hurricane,3,100,965,NA,NA
2242,Elena,1985,9,1,12,28.6,-84.2,hurricane,3,105,961,NA,NA
